;t1_buy;t2_buy;t3_buy;t1_prom;t2_prom;t3_prom;p_no_prom_x;p_prom_x;prom;logit_prob
2601;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
2624;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
2773;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
2917;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
2956;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
2974;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
2987;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3008;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
3258;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3312;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3429;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
3449;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3617;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
3618;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3620;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3646;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3694;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
3706;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3711;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3765;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
3908;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
3964;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
4064;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
4158;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
4205;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
4477;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
4696;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
4847;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
4853;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
4886;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
4938;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5087;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5224;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5261;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5324;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5390;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5486;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5527;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5622;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5641;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5738;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5826;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
5867;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
5928;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6039;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6078;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6225;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6302;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6303;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6307;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6325;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6371;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6449;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6606;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
6731;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6847;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
6965;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7025;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7099;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7114;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7165;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7171;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7187;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7263;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7373;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7407;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7516;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7548;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7558;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7595;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7721;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
7816;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7881;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7898;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
7957;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8016;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8017;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8063;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
8109;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8156;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8320;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8362;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
8378;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
8486;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8493;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8705;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8743;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8763;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
8836;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
8997;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9039;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9084;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9156;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9306;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9359;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9397;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9821;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9862;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9883;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9946;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
9947;0;1;1;0;0;0;0,2;0,2352786735134547;0;0,7930667937349241
9968;0;1;1;0;0;0;0,2;0,2352786735134547;1;0,6266227784114884
36;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
84;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
97;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
111;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
167;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
229;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
235;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
273;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
294;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
308;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
314;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
335;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
340;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
410;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
441;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
524;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
531;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
537;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
672;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
844;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
848;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1034;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1064;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1143;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1272;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1455;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
1598;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
1621;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
1704;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
1770;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1788;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1907;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1930;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1934;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
1957;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2027;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2083;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2085;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2256;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2273;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2289;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2334;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2368;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2429;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2433;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2471;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2484;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2531;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2618;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2639;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2661;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2680;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2682;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
2732;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
2958;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
3130;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
3268;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
3289;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
3327;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
3615;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
3708;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
3733;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
3735;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
3826;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
3835;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4000;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4006;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4070;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4214;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4260;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4272;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4311;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4498;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4554;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4683;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4715;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4810;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
4812;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
4839;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5051;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5080;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5280;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5293;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5294;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5461;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5472;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5548;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5701;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5703;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5745;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
5859;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
5903;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6069;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6104;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6498;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6571;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
6605;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
6627;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6630;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6633;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
6650;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6656;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
6661;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
6720;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6788;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6881;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
6931;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7022;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7170;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7186;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
7344;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7368;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
7390;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7613;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7626;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
7737;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
7746;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7797;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7806;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
7913;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
7929;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8044;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8080;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
8242;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8421;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8513;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8516;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8539;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8562;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
8596;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8651;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8691;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
8699;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8838;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8846;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
8921;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
8923;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9011;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9098;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9151;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9191;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9266;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9267;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9428;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9485;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9550;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9558;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9623;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9760;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9772;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9815;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9833;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9861;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
9865;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9889;0;1;1;0;0;1;0,175;0,1836862380081234;1;0,43335274737592483
9965;0;1;1;0;0;1;0,175;0,1836862380081234;0;0,02834553528344529
11;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
30;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
190;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
265;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
283;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
344;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
436;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
513;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
698;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
740;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
771;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
780;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
793;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
887;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
957;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
981;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1070;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1302;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1305;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1359;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1370;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1456;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1539;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1744;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1811;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1814;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1834;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1867;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1879;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1887;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
1896;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
1937;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2026;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2092;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2114;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2180;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2304;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2323;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2371;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2439;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2532;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2546;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2593;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
2657;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2777;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2826;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
2991;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3051;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3298;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3376;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3445;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3454;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3493;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
3518;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
3529;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3548;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3583;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3713;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3723;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
3760;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3761;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3779;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3795;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
3799;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
3923;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4001;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4008;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4093;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4096;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4151;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4152;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4186;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4267;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4271;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4424;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4474;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4487;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4602;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4655;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4703;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4787;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
4916;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
4950;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5008;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5110;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5193;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5198;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5248;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5267;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5302;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5449;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5503;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5525;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5555;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5619;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5771;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5774;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
5890;0;1;1;0;1;0;0,35;0,4043186008323386;1;0,501575868255245
5937;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
6038;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
6253;0;1;1;0;1;0;0,35;0,4043186008323386;0;0,9770906104121707
